Day/Hour,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
11,0.7386198,0.682260183,0.641041955,0.626741754,0.604029669,0.580476396,0.588047091,0.603188481,0.649453838,0.678895429,0.706654644,0.745349306,0.775632086,0.777314462,0.752920001,0.736096235,0.74366693,0.737778612,0.74366693,0.780679216,0.832832891,0.824421008,0.805914865,0.789932287
12,0.715753211,0.661118888,0.621162443,0.607300003,0.585283186,0.562450932,0.569789871,0.584467749,0.62931682,0.657857138,0.68476658,0.722276713,0.751632468,0.753263343,0.729615651,0.713306898,0.720645837,0.714937774,0.720645837,0.756525094,0.807082229,0.798927852,0.780988224,0.765494908
13,0.662397838,0.611789202,0.574776916,0.561935919,0.541541394,0.520391516,0.527189691,0.540786041,0.582330444,0.608767791,0.633694433,0.66844066,0.69563336,0.697144066,0.675238835,0.66013178,0.666929955,0.661642485,0.666929955,0.700165477,0.746997349,0.739443821,0.72282606,0.708474357
14,0.639531249,0.590647908,0.554897404,0.542494168,0.522794911,0.502366052,0.508932471,0.522065309,0.562193426,0.587729499,0.611806369,0.645368066,0.671633742,0.673092947,0.651934485,0.637342443,0.643908862,0.638801647,0.643908862,0.676011355,0.721246686,0.713950665,0.697899418,0.684036978
15,0.723375407,0.668165986,0.627788947,0.613780587,0.591532014,0.56845942,0.575875611,0.590707993,0.636029159,0.664869902,0.692062602,0.729967577,0.759632341,0.761280383,0.737383768,0.720903344,0.728319535,0.722551386,0.728319535,0.764576468,0.815665783,0.807425571,0.789297104,0.773640701
16,0.7386198,0.682260183,0.641041955,0.626741754,0.604029669,0.580476396,0.588047091,0.603188481,0.649453838,0.678895429,0.706654644,0.745349306,0.775632086,0.777314462,0.752920001,0.736096235,0.74366693,0.737778612,0.74366693,0.780679216,0.832832891,0.824421008,0.805914865,0.789932287
17,0.7548,0.69785,0.6562,0.64175,0.6188,0.595,0.60265,0.61795,0.6647,0.69445,0.7225,0.7616,0.7922,0.7939,0.76925,0.75225,0.7599,0.75395,0.7599,0.7973,0.85,0.8415,0.8228,0.80665
18,0.7386198,0.682260183,0.641041955,0.626741754,0.604029669,0.580476396,0.588047091,0.603188481,0.649453838,0.678895429,0.706654644,0.745349306,0.775632086,0.777314462,0.752920001,0.736096235,0.74366693,0.737778612,0.74366693,0.780679216,0.832832891,0.824421008,0.805914865,0.789932287
19,0.715753211,0.661118888,0.621162443,0.607300003,0.585283186,0.562450932,0.569789871,0.584467749,0.62931682,0.657857138,0.68476658,0.722276713,0.751632468,0.753263343,0.729615651,0.713306898,0.720645837,0.714937774,0.720645837,0.756525094,0.807082229,0.798927852,0.780988224,0.765494908
20,0.662397838,0.611789202,0.574776916,0.561935919,0.541541394,0.520391516,0.527189691,0.540786041,0.582330444,0.608767791,0.633694433,0.66844066,0.69563336,0.697144066,0.675238835,0.66013178,0.666929955,0.661642485,0.666929955,0.700165477,0.746997349,0.739443821,0.72282606,0.708474357
21,0.639531249,0.590647908,0.554897404,0.542494168,0.522794911,0.502366052,0.508932471,0.522065309,0.562193426,0.587729499,0.611806369,0.645368066,0.671633742,0.673092947,0.651934485,0.637342443,0.643908862,0.638801647,0.643908862,0.676011355,0.721246686,0.713950665,0.697899418,0.684036978
22,0.723375407,0.668165986,0.627788947,0.613780587,0.591532014,0.56845942,0.575875611,0.590707993,0.636029159,0.664869902,0.692062602,0.729967577,0.759632341,0.761280383,0.737383768,0.720903344,0.728319535,0.722551386,0.728319535,0.764576468,0.815665783,0.807425571,0.789297104,0.773640701
23,0.7386198,0.682260183,0.641041955,0.626741754,0.604029669,0.580476396,0.588047091,0.603188481,0.649453838,0.678895429,0.706654644,0.745349306,0.775632086,0.777314462,0.752920001,0.736096235,0.74366693,0.737778612,0.74366693,0.780679216,0.832832891,0.824421008,0.805914865,0.789932287
24,0.7548,0.69785,0.6562,0.64175,0.6188,0.595,0.60265,0.61795,0.6647,0.69445,0.7225,0.7616,0.7922,0.7939,0.76925,0.75225,0.7599,0.75395,0.7599,0.7973,0.85,0.8415,0.8228,0.80665
25,0.7386198,0.682260183,0.641041955,0.626741754,0.604029669,0.580476396,0.588047091,0.603188481,0.649453838,0.678895429,0.706654644,0.745349306,0.775632086,0.777314462,0.752920001,0.736096235,0.74366693,0.737778612,0.74366693,0.780679216,0.832832891,0.824421008,0.805914865,0.789932287
26,0.715753211,0.661118888,0.621162443,0.607300003,0.585283186,0.562450932,0.569789871,0.584467749,0.62931682,0.657857138,0.68476658,0.722276713,0.751632468,0.753263343,0.729615651,0.713306898,0.720645837,0.714937774,0.720645837,0.756525094,0.807082229,0.798927852,0.780988224,0.765494908
27,0.662397838,0.611789202,0.574776916,0.561935919,0.541541394,0.520391516,0.527189691,0.540786041,0.582330444,0.608767791,0.633694433,0.66844066,0.69563336,0.697144066,0.675238835,0.66013178,0.666929955,0.661642485,0.666929955,0.700165477,0.746997349,0.739443821,0.72282606,0.708474357
28,0.639531249,0.590647908,0.554897404,0.542494168,0.522794911,0.502366052,0.508932471,0.522065309,0.562193426,0.587729499,0.611806369,0.645368066,0.671633742,0.673092947,0.651934485,0.637342443,0.643908862,0.638801647,0.643908862,0.676011355,0.721246686,0.713950665,0.697899418,0.684036978
29,0.723375407,0.668165986,0.627788947,0.613780587,0.591532014,0.56845942,0.575875611,0.590707993,0.636029159,0.664869902,0.692062602,0.729967577,0.759632341,0.761280383,0.737383768,0.720903344,0.728319535,0.722551386,0.728319535,0.764576468,0.815665783,0.807425571,0.789297104,0.773640701
30,0.7386198,0.682260183,0.641041955,0.626741754,0.604029669,0.580476396,0.588047091,0.603188481,0.649453838,0.678895429,0.706654644,0.745349306,0.775632086,0.777314462,0.752920001,0.736096235,0.74366693,0.737778612,0.74366693,0.780679216,0.832832891,0.824421008,0.805914865,0.789932287
31,0.7548,0.69785,0.6562,0.64175,0.6188,0.595,0.60265,0.61795,0.6647,0.69445,0.7225,0.7616,0.7922,0.7939,0.76925,0.75225,0.7599,0.75395,0.7599,0.7973,0.85,0.8415,0.8228,0.80665
32,0.677792287,0.62607405,0.588250265,0.575127727,0.554286049,0.532672458,0.539619683,0.553514135,0.595969404,0.622986394,0.648459555,0.683967599,0.711756502,0.71330033,0.690914825,0.675476545,0.682423771,0.677020373,0.682423771,0.716387986,0.764246653,0.756527513,0.739545406,0.72487904
33,0.656808829,0.606673803,0.570007889,0.557287062,0.537083395,0.516131444,0.522865999,0.536335111,0.577490729,0.603680668,0.628374038,0.662795101,0.689733324,0.691229892,0.669529657,0.654563977,0.661298533,0.656060545,0.661298533,0.694223027,0.740616633,0.733133794,0.716671546,0.702454151
34,0.607847428,0.561406562,0.527442346,0.515658843,0.496943867,0.477535744,0.48377407,0.49625072,0.534373819,0.558633973,0.581507832,0.613392606,0.638345907,0.639732201,0.619630931,0.605767986,0.612006311,0.607154281,0.612006311,0.64250479,0.68547992,0.678548448,0.663299208,0.65012941
35,0.58686397,0.542006315,0.509199971,0.497818178,0.479741213,0.46099473,0.467020385,0.479071696,0.515895143,0.539328247,0.561422315,0.592220108,0.616322728,0.617661763,0.598245763,0.584855418,0.590881073,0.586194453,0.590881073,0.620339832,0.6618499,0.655154728,0.640425349,0.627704521
36,0.663803315,0.613140552,0.576088681,0.56323395,0.542817613,0.521645115,0.528450561,0.542061452,0.583650287,0.61011591,0.635069211,0.6698526,0.697074383,0.698586705,0.676658046,0.661534833,0.668340279,0.663047154,0.668340279,0.701611347,0.748493307,0.7409317,0.724296166,0.709929114
37,0.677792287,0.62607405,0.588250265,0.575127727,0.554286049,0.532672458,0.539619683,0.553514135,0.595969404,0.622986394,0.648459555,0.683967599,0.711756502,0.71330033,0.690914825,0.675476545,0.682423771,0.677020373,0.682423771,0.716387986,0.764246653,0.756527513,0.739545406,0.72487904
38,0.69264,0.64038,0.60216,0.5889,0.56784,0.546,0.55302,0.56706,0.60996,0.63726,0.663,0.69888,0.72696,0.72852,0.7059,0.6903,0.69732,0.69186,0.69732,0.73164,0.78,0.7722,0.75504,0.74022
39,0.677792287,0.62607405,0.588250265,0.575127727,0.554286049,0.532672458,0.539619683,0.553514135,0.595969404,0.622986394,0.648459555,0.683967599,0.711756502,0.71330033,0.690914825,0.675476545,0.682423771,0.677020373,0.682423771,0.716387986,0.764246653,0.756527513,0.739545406,0.72487904
40,0.656808829,0.606673803,0.570007889,0.557287062,0.537083395,0.516131444,0.522865999,0.536335111,0.577490729,0.603680668,0.628374038,0.662795101,0.689733324,0.691229892,0.669529657,0.654563977,0.661298533,0.656060545,0.661298533,0.694223027,0.740616633,0.733133794,0.716671546,0.702454151
41,0.607847428,0.561406562,0.527442346,0.515658843,0.496943867,0.477535744,0.48377407,0.49625072,0.534373819,0.558633973,0.581507832,0.613392606,0.638345907,0.639732201,0.619630931,0.605767986,0.612006311,0.607154281,0.612006311,0.64250479,0.68547992,0.678548448,0.663299208,0.65012941
42,0.58686397,0.542006315,0.509199971,0.497818178,0.479741213,0.46099473,0.467020385,0.479071696,0.515895143,0.539328247,0.561422315,0.592220108,0.616322728,0.617661763,0.598245763,0.584855418,0.590881073,0.586194453,0.590881073,0.620339832,0.6618499,0.655154728,0.640425349,0.627704521
43,0.663803315,0.613140552,0.576088681,0.56323395,0.542817613,0.521645115,0.528450561,0.542061452,0.583650287,0.61011591,0.635069211,0.6698526,0.697074383,0.698586705,0.676658046,0.661534833,0.668340279,0.663047154,0.668340279,0.701611347,0.748493307,0.7409317,0.724296166,0.709929114
44,0.677792287,0.62607405,0.588250265,0.575127727,0.554286049,0.532672458,0.539619683,0.553514135,0.595969404,0.622986394,0.648459555,0.683967599,0.711756502,0.71330033,0.690914825,0.675476545,0.682423771,0.677020373,0.682423771,0.716387986,0.764246653,0.756527513,0.739545406,0.72487904
45,0.69264,0.64038,0.60216,0.5889,0.56784,0.546,0.55302,0.56706,0.60996,0.63726,0.663,0.69888,0.72696,0.72852,0.7059,0.6903,0.69732,0.69186,0.69732,0.73164,0.78,0.7722,0.75504,0.74022
46,0.677792287,0.62607405,0.588250265,0.575127727,0.554286049,0.532672458,0.539619683,0.553514135,0.595969404,0.622986394,0.648459555,0.683967599,0.711756502,0.71330033,0.690914825,0.675476545,0.682423771,0.677020373,0.682423771,0.716387986,0.764246653,0.756527513,0.739545406,0.72487904
47,0.656808829,0.606673803,0.570007889,0.557287062,0.537083395,0.516131444,0.522865999,0.536335111,0.577490729,0.603680668,0.628374038,0.662795101,0.689733324,0.691229892,0.669529657,0.654563977,0.661298533,0.656060545,0.661298533,0.694223027,0.740616633,0.733133794,0.716671546,0.702454151
48,0.607847428,0.561406562,0.527442346,0.515658843,0.496943867,0.477535744,0.48377407,0.49625072,0.534373819,0.558633973,0.581507832,0.613392606,0.638345907,0.639732201,0.619630931,0.605767986,0.612006311,0.607154281,0.612006311,0.64250479,0.68547992,0.678548448,0.663299208,0.65012941
49,0.58686397,0.542006315,0.509199971,0.497818178,0.479741213,0.46099473,0.467020385,0.479071696,0.515895143,0.539328247,0.561422315,0.592220108,0.616322728,0.617661763,0.598245763,0.584855418,0.590881073,0.586194453,0.590881073,0.620339832,0.6618499,0.655154728,0.640425349,0.627704521
50,0.663803315,0.613140552,0.576088681,0.56323395,0.542817613,0.521645115,0.528450561,0.542061452,0.583650287,0.61011591,0.635069211,0.6698526,0.697074383,0.698586705,0.676658046,0.661534833,0.668340279,0.663047154,0.668340279,0.701611347,0.748493307,0.7409317,0.724296166,0.709929114
51,0.677792287,0.62607405,0.588250265,0.575127727,0.554286049,0.532672458,0.539619683,0.553514135,0.595969404,0.622986394,0.648459555,0.683967599,0.711756502,0.71330033,0.690914825,0.675476545,0.682423771,0.677020373,0.682423771,0.716387986,0.764246653,0.756527513,0.739545406,0.72487904
52,0.69264,0.64038,0.60216,0.5889,0.56784,0.546,0.55302,0.56706,0.60996,0.63726,0.663,0.69888,0.72696,0.72852,0.7059,0.6903,0.69732,0.69186,0.69732,0.73164,0.78,0.7722,0.75504,0.74022
53,0.677792287,0.62607405,0.588250265,0.575127727,0.554286049,0.532672458,0.539619683,0.553514135,0.595969404,0.622986394,0.648459555,0.683967599,0.711756502,0.71330033,0.690914825,0.675476545,0.682423771,0.677020373,0.682423771,0.716387986,0.764246653,0.756527513,0.739545406,0.72487904
54,0.656808829,0.606673803,0.570007889,0.557287062,0.537083395,0.516131444,0.522865999,0.536335111,0.577490729,0.603680668,0.628374038,0.662795101,0.689733324,0.691229892,0.669529657,0.654563977,0.661298533,0.656060545,0.661298533,0.694223027,0.740616633,0.733133794,0.716671546,0.702454151
55,0.607847428,0.561406562,0.527442346,0.515658843,0.496943867,0.477535744,0.48377407,0.49625072,0.534373819,0.558633973,0.581507832,0.613392606,0.638345907,0.639732201,0.619630931,0.605767986,0.612006311,0.607154281,0.612006311,0.64250479,0.68547992,0.678548448,0.663299208,0.65012941
56,0.58686397,0.542006315,0.509199971,0.497818178,0.479741213,0.46099473,0.467020385,0.479071696,0.515895143,0.539328247,0.561422315,0.592220108,0.616322728,0.617661763,0.598245763,0.584855418,0.590881073,0.586194453,0.590881073,0.620339832,0.6618499,0.655154728,0.640425349,0.627704521
57,0.663803315,0.613140552,0.576088681,0.56323395,0.542817613,0.521645115,0.528450561,0.542061452,0.583650287,0.61011591,0.635069211,0.6698526,0.697074383,0.698586705,0.676658046,0.661534833,0.668340279,0.663047154,0.668340279,0.701611347,0.748493307,0.7409317,0.724296166,0.709929114
58,0.677792287,0.62607405,0.588250265,0.575127727,0.554286049,0.532672458,0.539619683,0.553514135,0.595969404,0.622986394,0.648459555,0.683967599,0.711756502,0.71330033,0.690914825,0.675476545,0.682423771,0.677020373,0.682423771,0.716387986,0.764246653,0.756527513,0.739545406,0.72487904
59,0.69264,0.64038,0.60216,0.5889,0.56784,0.546,0.55302,0.56706,0.60996,0.63726,0.663,0.69888,0.72696,0.72852,0.7059,0.6903,0.69732,0.69186,0.69732,0.73164,0.78,0.7722,0.75504,0.74022
60,0.72124051,0.666207002,0.625958615,0.611994889,0.589817206,0.566818128,0.574210689,0.588995811,0.634172571,0.662921419,0.690027476,0.727811676,0.757381919,0.75902471,0.735204237,0.718776323,0.726168884,0.720419115,0.726168884,0.762310293,0.813236823,0.805022867,0.786952163,0.771345645
61,0.698911959,0.64556315,0.606546856,0.593010591,0.571511817,0.549216793,0.556383051,0.570715566,0.614509365,0.642378146,0.668654426,0.705281966,0.733946998,0.7355395,0.712448224,0.696523207,0.703689465,0.698115708,0.703689465,0.738724504,0.788092059,0.78012955,0.76261203,0.747483263
62,0.646812007,0.597394162,0.561252753,0.548713897,0.528799243,0.50814701,0.514785228,0.528061664,0.568628551,0.594443843,0.618783975,0.652712645,0.679265516,0.680740676,0.659350863,0.644599267,0.651237485,0.646074427,0.651237485,0.683690995,0.729420941,0.722045143,0.705818388,0.691804372
63,0.624483455,0.57675031,0.541840995,0.5297296,0.510493855,0.490545675,0.49695759,0.50978142,0.548965345,0.57390057,0.597410925,0.630182935,0.655830595,0.657255466,0.63659485,0.62234615,0.628758065,0.62377102,0.628758065,0.660105206,0.704276176,0.697151826,0.681478256,0.667941991
64,0.70635481,0.652444434,0.613017443,0.59933869,0.577613614,0.555083904,0.562325597,0.576808981,0.621063767,0.649225904,0.675778776,0.712791869,0.741758639,0.743367904,0.720033562,0.703940912,0.711182605,0.705550177,0.711182605,0.746586433,0.796473647,0.788427322,0.770725408,0.755437391
65,0.72124051,0.666207002,0.625958615,0.611994889,0.589817206,0.566818128,0.574210689,0.588995811,0.634172571,0.662921419,0.690027476,0.727811676,0.757381919,0.75902471,0.735204237,0.718776323,0.726168884,0.720419115,0.726168884,0.762310293,0.813236823,0.805022867,0.786952163,0.771345645
66,0.73704,0.68143,0.64076,0.62665,0.60424,0.581,0.58847,0.60341,0.64906,0.67811,0.7055,0.74368,0.77356,0.77522,0.75115,0.73455,0.74202,0.73621,0.74202,0.77854,0.83,0.8217,0.80344,0.78767
67,0.72124051,0.666207002,0.625958615,0.611994889,0.589817206,0.566818128,0.574210689,0.588995811,0.634172571,0.662921419,0.690027476,0.727811676,0.757381919,0.75902471,0.735204237,0.718776323,0.726168884,0.720419115,0.726168884,0.762310293,0.813236823,0.805022867,0.786952163,0.771345645
68,0.698911959,0.64556315,0.606546856,0.593010591,0.571511817,0.549216793,0.556383051,0.570715566,0.614509365,0.642378146,0.668654426,0.705281966,0.733946998,0.7355395,0.712448224,0.696523207,0.703689465,0.698115708,0.703689465,0.738724504,0.788092059,0.78012955,0.76261203,0.747483263
69,0.646812007,0.597394162,0.561252753,0.548713897,0.528799243,0.50814701,0.514785228,0.528061664,0.568628551,0.594443843,0.618783975,0.652712645,0.679265516,0.680740676,0.659350863,0.644599267,0.651237485,0.646074427,0.651237485,0.683690995,0.729420941,0.722045143,0.705818388,0.691804372
70,0.624483455,0.57675031,0.541840995,0.5297296,0.510493855,0.490545675,0.49695759,0.50978142,0.548965345,0.57390057,0.597410925,0.630182935,0.655830595,0.657255466,0.63659485,0.62234615,0.628758065,0.62377102,0.628758065,0.660105206,0.704276176,0.697151826,0.681478256,0.667941991
71,0.70635481,0.652444434,0.613017443,0.59933869,0.577613614,0.555083904,0.562325597,0.576808981,0.621063767,0.649225904,0.675778776,0.712791869,0.741758639,0.743367904,0.720033562,0.703940912,0.711182605,0.705550177,0.711182605,0.746586433,0.796473647,0.788427322,0.770725408,0.755437391
72,0.72124051,0.666207002,0.625958615,0.611994889,0.589817206,0.566818128,0.574210689,0.588995811,0.634172571,0.662921419,0.690027476,0.727811676,0.757381919,0.75902471,0.735204237,0.718776323,0.726168884,0.720419115,0.726168884,0.762310293,0.813236823,0.805022867,0.786952163,0.771345645
73,0.73704,0.68143,0.64076,0.62665,0.60424,0.581,0.58847,0.60341,0.64906,0.67811,0.7055,0.74368,0.77356,0.77522,0.75115,0.73455,0.74202,0.73621,0.74202,0.77854,0.83,0.8217,0.80344,0.78767
74,0.72124051,0.666207002,0.625958615,0.611994889,0.589817206,0.566818128,0.574210689,0.588995811,0.634172571,0.662921419,0.690027476,0.727811676,0.757381919,0.75902471,0.735204237,0.718776323,0.726168884,0.720419115,0.726168884,0.762310293,0.813236823,0.805022867,0.786952163,0.771345645
75,0.698911959,0.64556315,0.606546856,0.593010591,0.571511817,0.549216793,0.556383051,0.570715566,0.614509365,0.642378146,0.668654426,0.705281966,0.733946998,0.7355395,0.712448224,0.696523207,0.703689465,0.698115708,0.703689465,0.738724504,0.788092059,0.78012955,0.76261203,0.747483263
76,0.646812007,0.597394162,0.561252753,0.548713897,0.528799243,0.50814701,0.514785228,0.528061664,0.568628551,0.594443843,0.618783975,0.652712645,0.679265516,0.680740676,0.659350863,0.644599267,0.651237485,0.646074427,0.651237485,0.683690995,0.729420941,0.722045143,0.705818388,0.691804372
77,0.624483455,0.57675031,0.541840995,0.5297296,0.510493855,0.490545675,0.49695759,0.50978142,0.548965345,0.57390057,0.597410925,0.630182935,0.655830595,0.657255466,0.63659485,0.62234615,0.628758065,0.62377102,0.628758065,0.660105206,0.704276176,0.697151826,0.681478256,0.667941991
78,0.70635481,0.652444434,0.613017443,0.59933869,0.577613614,0.555083904,0.562325597,0.576808981,0.621063767,0.649225904,0.675778776,0.712791869,0.741758639,0.743367904,0.720033562,0.703940912,0.711182605,0.705550177,0.711182605,0.746586433,0.796473647,0.788427322,0.770725408,0.755437391
79,0.72124051,0.666207002,0.625958615,0.611994889,0.589817206,0.566818128,0.574210689,0.588995811,0.634172571,0.662921419,0.690027476,0.727811676,0.757381919,0.75902471,0.735204237,0.718776323,0.726168884,0.720419115,0.726168884,0.762310293,0.813236823,0.805022867,0.786952163,0.771345645
80,0.73704,0.68143,0.64076,0.62665,0.60424,0.581,0.58847,0.60341,0.64906,0.67811,0.7055,0.74368,0.77356,0.77522,0.75115,0.73455,0.74202,0.73621,0.74202,0.77854,0.83,0.8217,0.80344,0.78767
81,0.72124051,0.666207002,0.625958615,0.611994889,0.589817206,0.566818128,0.574210689,0.588995811,0.634172571,0.662921419,0.690027476,0.727811676,0.757381919,0.75902471,0.735204237,0.718776323,0.726168884,0.720419115,0.726168884,0.762310293,0.813236823,0.805022867,0.786952163,0.771345645
82,0.698911959,0.64556315,0.606546856,0.593010591,0.571511817,0.549216793,0.556383051,0.570715566,0.614509365,0.642378146,0.668654426,0.705281966,0.733946998,0.7355395,0.712448224,0.696523207,0.703689465,0.698115708,0.703689465,0.738724504,0.788092059,0.78012955,0.76261203,0.747483263
83,0.646812007,0.597394162,0.561252753,0.548713897,0.528799243,0.50814701,0.514785228,0.528061664,0.568628551,0.594443843,0.618783975,0.652712645,0.679265516,0.680740676,0.659350863,0.644599267,0.651237485,0.646074427,0.651237485,0.683690995,0.729420941,0.722045143,0.705818388,0.691804372
84,0.624483455,0.57675031,0.541840995,0.5297296,0.510493855,0.490545675,0.49695759,0.50978142,0.548965345,0.57390057,0.597410925,0.630182935,0.655830595,0.657255466,0.63659485,0.62234615,0.628758065,0.62377102,0.628758065,0.660105206,0.704276176,0.697151826,0.681478256,0.667941991
85,0.70635481,0.652444434,0.613017443,0.59933869,0.577613614,0.555083904,0.562325597,0.576808981,0.621063767,0.649225904,0.675778776,0.712791869,0.741758639,0.743367904,0.720033562,0.703940912,0.711182605,0.705550177,0.711182605,0.746586433,0.796473647,0.788427322,0.770725408,0.755437391
86,0.72124051,0.666207002,0.625958615,0.611994889,0.589817206,0.566818128,0.574210689,0.588995811,0.634172571,0.662921419,0.690027476,0.727811676,0.757381919,0.75902471,0.735204237,0.718776323,0.726168884,0.720419115,0.726168884,0.762310293,0.813236823,0.805022867,0.786952163,0.771345645
87,0.73704,0.68143,0.64076,0.62665,0.60424,0.581,0.58847,0.60341,0.64906,0.67811,0.7055,0.74368,0.77356,0.77522,0.75115,0.73455,0.74202,0.73621,0.74202,0.77854,0.83,0.8217,0.80344,0.78767
88,0.72124051,0.666207002,0.625958615,0.611994889,0.589817206,0.566818128,0.574210689,0.588995811,0.634172571,0.662921419,0.690027476,0.727811676,0.757381919,0.75902471,0.735204237,0.718776323,0.726168884,0.720419115,0.726168884,0.762310293,0.813236823,0.805022867,0.786952163,0.771345645
89,0.698911959,0.64556315,0.606546856,0.593010591,0.571511817,0.549216793,0.556383051,0.570715566,0.614509365,0.642378146,0.668654426,0.705281966,0.733946998,0.7355395,0.712448224,0.696523207,0.703689465,0.698115708,0.703689465,0.738724504,0.788092059,0.78012955,0.76261203,0.747483263
90,0.646812007,0.597394162,0.561252753,0.548713897,0.528799243,0.50814701,0.514785228,0.528061664,0.568628551,0.594443843,0.618783975,0.652712645,0.679265516,0.680740676,0.659350863,0.644599267,0.651237485,0.646074427,0.651237485,0.683690995,0.729420941,0.722045143,0.705818388,0.691804372
91,0.639531249,0.590647908,0.554897404,0.542494168,0.522794911,0.502366052,0.508932471,0.522065309,0.562193426,0.587729499,0.611806369,0.645368066,0.671633742,0.673092947,0.651934485,0.637342443,0.643908862,0.638801647,0.643908862,0.676011355,0.721246686,0.713950665,0.697899418,0.684036978
92,0.723375407,0.668165986,0.627788947,0.613780587,0.591532014,0.56845942,0.575875611,0.590707993,0.636029159,0.664869902,0.692062602,0.729967577,0.759632341,0.761280383,0.737383768,0.720903344,0.728319535,0.722551386,0.728319535,0.764576468,0.815665783,0.807425571,0.789297104,0.773640701
93,0.7386198,0.682260183,0.641041955,0.626741754,0.604029669,0.580476396,0.588047091,0.603188481,0.649453838,0.678895429,0.706654644,0.745349306,0.775632086,0.777314462,0.752920001,0.736096235,0.74366693,0.737778612,0.74366693,0.780679216,0.832832891,0.824421008,0.805914865,0.789932287
94,0.7548,0.69785,0.6562,0.64175,0.6188,0.595,0.60265,0.61795,0.6647,0.69445,0.7225,0.7616,0.7922,0.7939,0.76925,0.75225,0.7599,0.75395,0.7599,0.7973,0.85,0.8415,0.8228,0.80665
95,0.7386198,0.682260183,0.641041955,0.626741754,0.604029669,0.580476396,0.588047091,0.603188481,0.649453838,0.678895429,0.706654644,0.745349306,0.775632086,0.777314462,0.752920001,0.736096235,0.74366693,0.737778612,0.74366693,0.780679216,0.832832891,0.824421008,0.805914865,0.789932287
96,0.715753211,0.661118888,0.621162443,0.607300003,0.585283186,0.562450932,0.569789871,0.584467749,0.62931682,0.657857138,0.68476658,0.722276713,0.751632468,0.753263343,0.729615651,0.713306898,0.720645837,0.714937774,0.720645837,0.756525094,0.807082229,0.798927852,0.780988224,0.765494908
97,0.662397838,0.611789202,0.574776916,0.561935919,0.541541394,0.520391516,0.527189691,0.540786041,0.582330444,0.608767791,0.633694433,0.66844066,0.69563336,0.697144066,0.675238835,0.66013178,0.666929955,0.661642485,0.666929955,0.700165477,0.746997349,0.739443821,0.72282606,0.708474357
